Title,Image URL,Price,Lease Rental,Down Payment,Vehicle Link
Land For Sale In Kadawatha,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/dfbc355644cbfd8f0ea872b1d47093e81312875_3.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-kadawatha/1312875
Land For Sale In Monaragala,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/873859ac7223c75d4282d888e76c9068-611848.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-monaragala/1312907
Land For Sale In Diddeniya,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/76dbf05ed4201ff3036601a20b20dccc1312746_1.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-diddeniya/1312746
Land For Sale In Dodangoda,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/8db59a54a25554fb3d70d5a4c5d1f4a6-811173.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-dodangoda/1312790
Land For Sale In Marawila,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/e37546423fe7f892d81457f01b6536071312860_1.jpg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-marawila/1312860
Land For Sale In Hanwella,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/2fced959f3620071ef902b8fb9d7e8cd-590020.jpeg,Negotiable,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-hanwella/1244280
Land For Sale In Horana,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/07d76e4bcd80f4c44e38756bbb92dbe5-131806.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-horana/1312805
Land For Sale In Wadduwa,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/3bef4d1155247d24d033869447bce1c6-282244.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-wadduwa/1312800
Land For Sale In Dodangoda,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/b7d6805031727d19162c93fa26644dfd-333309.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-dodangoda/1312777
Land For Sale In Panadura,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/811511a48f4c18f69715bf813dd58e18-970155.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-panadura/1312778
Land For Sale In Marawila,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/8d02d2ccdb6c8abedaee49881152edd8-698233.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-marawila/1312771
Land For Sale In Bandaragama,https://patpat-s3-live.s3.amazonaws.com/default_thumb.png,N/A,"13,500,000",N/A,https://patpat.lk/property/land/land-for-sale-in-bandaragama/1305149
Land For Sale In Ruwanwella,https://patpat-s3-live.s3.amazonaws.com/default_thumb.png,N/A,"25,000,000",N/A,https://patpat.lk/property/land/land-for-sale-in-ruwanwella/1308252
Land For Sale In Hanwella,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/de1586d90895fa520acfe1cc46b985491312758_1.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-hanwella/1312758
Land For Sale In Ratmalana,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/03ca46a2bdb704f1718ebf56033ec90e-153640.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-ratmalana/1312767
Land For Sale In Kosgama,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/dd26f70d0d755e602dacf34f5b84369c-256297.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-kosgama/1312763
Land For Sale In Deraniyagala,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/e7ed24e8063c7e8b91665f4ed9b28ffc-395396.jpeg,Negotiable,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-deraniyagala/1230031
Land For Sale In Pilawala,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/d5bbbfb3ef1f33f282931017e7808472-140996.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-pilawala/1267098
Land With House For Sale In Kaduwela,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/413d9c4556cb33461fc5ec50ba53ead7-189759.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-with-house-for-sale-in-kaduwela/1312615
Land For Sale In Kurunegala,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/7ad8722f71b35bb98dbfc14970d7f0a2-541046.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-kurunegala/1312719
Land For Sale In Narammala,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/01035da5e29d929d08f0551cabe78570-493746.jpeg,Negotiable,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-narammala/1312721
Land With House For Sale In Malabe,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/fe46b38ca161bf4e17a1c46bd46feb55-883997.jpeg,Negotiable,N/A,N/A,https://patpat.lk/property/land/land-with-house-for-sale-in-malabe/1312705
Land For Sale In Bandaragama,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/a26e35211d19bffa0236c065bc03ab41-315334.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-bandaragama/1312720
Land For Sale In Horana,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/88b83dfa6dfd6c4cf9648c1da4331c11-966187.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-horana/1312718
Land For Sale In Kadawatha,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/4c16f66b9a329663c728deac6e8091cf-232420.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-kadawatha/1312700
Land For Sale In Horana,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/31785dd7a314ca194ebff712d7c92ead-532879.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-horana/1312670
Land For Sale In Homagama,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/7b93fbe929150d049f4ea48d7bede5e9-174238.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-homagama/1312661
Land For Sale In Hanwella,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/01da3caa19f6e29b0103cfa211449efa-313601.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-hanwella/1312682
Land For Sale In Homagama,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/290dc9abfd8d64d3c2a7f6ba4172414a-868800.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-homagama/1312671
Land For Sale In Nittambuwa,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/4faa4a8ab388d4c56e285e0cdb2c65af-322901.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-nittambuwa/1312668
Land For Sale In Polpitigama,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/3dce1df157754e0f6fde4176385da4df-643682.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-polpitigama/1312667
Land For Sale In Padukka,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/3d89020ef2df8cd0c332a4eb5d353d13-311791.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-padukka/1312665
Land For Sale In Padukka,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/ecb573831932b4fc9b1ea6691bfbfb4e-302449.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-padukka/1312663
Land With House For Sale In Battaramulla,https://patpat-s3-live.s3.amazonaws.com/default_thumb.png,N/A,"43,000,000",N/A,https://patpat.lk/property/land/land-with-house-for-sale-in-battaramulla/1265537
Land For Sale In Athurugiriya,https://patpat-s3-live.s3.amazonaws.com/default_thumb.png,N/A,"7,500,000",N/A,https://patpat.lk/property/land/land-for-sale-in-athurugiriya/1306095
Land For Sale In Bandarawela,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/22752459eccb47de1081ab339229287d-457347.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-bandarawela/1312650
Land For Sale In Katunayake,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/cb98196a5b627c5001db3b38b1f164ab-778606.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-katunayake/1312644
Land For Sale In Galle,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/724bc880bcbae5d7f2b312bce6388673-678789.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-galle/1312638
Land For Sale In Nittambuwa,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/347f0cda71405a3da4d814a7a77e55de1198127_1.jpg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-nittambuwa/1198127
Land For Sale In Wattala,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/dd8fee135828bdb58bf246d12369e5ba-312701.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-wattala/1312610
Land For Sale In Mawanella,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/a8be446e451d3527bfb4dfe4f132315f-447761.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-mawanella/1312598
Land For Sale In Mandawala,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/850bae1f271b93d1557351a2818f17e11312595_3.jpg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-mandawala/1312595
Land For Sale In Colombo,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/4a1cfb97dbb57ef2a35623af3b83b3ee-993228.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-colombo/1312592
Land For Sale In Tangalla,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/0be0d9e4c388f7b8235fea9be5026cc4-169062.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-tangalla/1312589
Land For Sale In Kadawatha,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/71101090603e4cf91edfa5906138f509-533464.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-kadawatha/1312587
Land For Sale In Attanagalla,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/bd4cf93cb1b04dbae332ed8d817ca68a-815224.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-attanagalla/1312583
Land For Sale In Buthpitiya,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/2157b13b9abe17960886eff159ddb726-204925.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-buthpitiya/1312590
Land For Sale In Homagama,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/959abc778b2af3c8c614d2e6f09599b1-605295.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-homagama/1312580
Land For Sale In Ja-Ela,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/ac62352f00ecf7a6bde2a1cd68e5e40a-873028.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-ja-ela/1312564
Land For Sale In Dambulla,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/7d8d075b508e54df09f0e46f4fa74ae0-986976.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-dambulla/1312525
Land For Sale In Ganemulla,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/c6bae836bfd17bd79eee6ac9e341348d-619856.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-ganemulla/1312521
House For Sale In Kaluaggala,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/8024fdf7018397efb53045335d5d5bd9-169525.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/house-for-sale-in-kaluaggala/1312516
Land With House For Sale In Angoda,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/96dc6c52759fa24963541e780ea2163b-626031.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-with-house-for-sale-in-angoda/1312515
Land For Sale In Homagama,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/6d60196aed40a460af6297b134c47cc6-555606.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-homagama/1295891
Land For Sale In Kadawatha,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/6b1a64f5044d8956e35801551d40fb2d-930773.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-kadawatha/1184238
Land For Sale In Gamagoda,https://patpat-s3-live.s3.amazonaws.com/default_thumb.png,N/A,"1,700,000",N/A,https://patpat.lk/property/land/land-for-sale-in-gamagoda/1112281
Land With House For Sale In Biyagama,https://patpat-s3-live.s3.amazonaws.com/default_thumb.png,Negotiable,N/A,N/A,https://patpat.lk/property/land/land-with-house-for-sale-in-biyagama/1286228
Land For Sale In Divulapitiya,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/f9705dad903a10fb56ba41b460ec100f-561399.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-divulapitiya/1312499
Land For Sale In Panadura,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/7f3dff539f1ecc1c44fbb3c3d7f2b051-552018.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-panadura/1312473
Land For Sale In Dodangoda,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/9257a37fdeb2bbb4b75fe914d37d0c01-469037.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-dodangoda/1312471
Land For Sale In Bandaragama,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/e812bdd8e6be01aac2ff472ca7edd57e-824487.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-bandaragama/1312469
Land For Sale In Horana,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/7370e22c2735d6349c58ef9704a464d4-616252.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-horana/1312461
Land For Sale In Homagama,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/4a61981d1f31d04fc9433406c0e3ef0c-505032.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-homagama/1312453
Land For Sale In Kirindiwela,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/9739462df0294a9a8a390e72c7cfd917-954608.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-kirindiwela/1312455
Land For Sale In Kadawatha,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/ec3d6b4cb49514749485817bedcd1cac-228232.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-kadawatha/1312457
Land For Sale In Kadawatha,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/a5ba4c2a05441d0905c5abc352f792a0-912933.jpeg,Negotiable,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-kadawatha/1312397
Land For Sale In Bandaragama,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/29b58b0b407bd00b1a15cf714232cc04-374558.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-bandaragama/1024647
Land For Sale In Negombo,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/ec2c6f9a6fc756df2697ba0dd9288de7-833248.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-negombo/1312365
Land For Sale In Panadura,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/5595457f83c4836eb06dbef9c0aae576-280184.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-panadura/1312284
Land For Sale In Hettimulla,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/c7595e19bd746d416369186916431c0c-801884.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-hettimulla/1312299
Land For Sale In Nittambuwa,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/6c803d80bf7cbbac6cfd4512115fd7be-119863.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-nittambuwa/1312298
Land For Sale In Wellawa,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/428a5b79e1fe698ad89f366fe480a14a1172917_4.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-wellawa/1172917
Land For Sale In Buthpitiya,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/9fa10653f79f8437ad1aadc35f6a05571266355_2.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-buthpitiya/1266355
Land For Sale In Sooriyawewa Town,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/6e6bcd5985b1d00173982dd8ea7158e81254811_3.jpeg,Negotiable,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-sooriyawewa-town/1254811
Land For Sale In Ella,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/782b7a4b7134fb7d7b7542f8d4680ffe-958302.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-ella/1312192
Land For Sale In Kirillawala,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/6d3ca21b94a96e25ee712784471334e0-645112.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-kirillawala/1295191
Land For Sale In Elpitiya,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/3032f82ccbcacd62b16f7e6edfd09f36-997310.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-elpitiya/1312295
Land With House For Sale In Battaramulla,https://patpat-s3-live.s3.amazonaws.com/default_thumb.png,N/A,"43,000,000",N/A,https://patpat.lk/property/land/land-with-house-for-sale-in-battaramulla/1265537
Land For Sale In Kurunegala,https://patpat-s3-live.s3.amazonaws.com/default_thumb.png,N/A,"3,375,000",N/A,https://patpat.lk/property/land/land-for-sale-in-kurunegala/1292695
Land With House For Sale In Makulewa,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/66b2cc25455c7533721237ab8296d4c01242256_1.jpeg,Negotiable,N/A,N/A,https://patpat.lk/property/land/land-with-house-for-sale-in-makulewa/1242256
Land For Rent In Minuwangoda,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/93b3490df3693366daacc501c93dc1111312214_1.jpeg,Negotiable,N/A,N/A,https://patpat.lk/property/land/land-for-rent-in-minuwangoda/1312214
Land For Sale In Bandaragama,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/51fa303e55ef4e418659bc25b81680fb-444500.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-bandaragama/1312232
Land For Sale In Pokunuwita,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/a31b61e6c9855c016f92b10153a5eebe-991722.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-pokunuwita/1312235
Land For Sale In Yatadolawatta,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/0da59e6ca4affaeb2e10316d5dde25f8-807332.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-yatadolawatta/1312236
Land For Sale In Panadura,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/a6013bbbc6e2c81de901c74664191a85-980312.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-panadura/1312238
Land For Sale In Panadura,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/9a1df3ab4cedb8b657a6fb3fa34826db1312195_1.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-panadura/1312195
Land For Sale In Panadura,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/cc0a05de7a005e55839adf964343d7e7-820058.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-panadura/1312196
Land For Sale In Hadapangoda,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/a0aaf87ee84bee5366a1c2e1129f622d-223221.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-hadapangoda/1312199
Land For Sale In Wattala,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/fc27fa5e6caaf913ae82c8c78ab34510-393950.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-wattala/1312200
Land For Sale In Monaragala,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/1762021633fe41014ead765a79094052-523292.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-monaragala/1275195
Land For Sale In Ganemulla,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/65dea977e823b0c2fc9f2e062c26c7bd-515663.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-ganemulla/1312183
Land For Sale In Kadawatha,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/ce4b7b4667a2b32391a555e056381b8b1312156_4.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-kadawatha/1312156
Land For Sale In Anuradhapura,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/8ba74cbbcd7dd0c1831b7b729eb4d63e-692439.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-anuradhapura/1312136
Land For Sale In Homagama,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/548259aa75eb4aa3baedac17884d1c44-375616.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-homagama/1312044
Land For Sale In Godagama,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/5c4ab3523f0948075371203d53d8b69f-682587.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-godagama/1312041
Land For Sale In Watareka,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/7531507320268f2d044143aef48df280-157855.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-watareka/1312040
Land For Sale In Meegoda,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/4483cb201372a1176fdcde16d11cbf6c-538402.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-meegoda/1312039
Land For Sale In Kirindiwela,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/902cd4fe89606ef14d54e000df2e8c54-864782.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-kirindiwela/1312070
Land For Sale In Homagama,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/7edf91d1db8a55eb119b8d7972b85f9a-270761.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-homagama/1312067
Land For Sale In Kuliyapitiya,https://patpat-s3-live.s3.amazonaws.com/default_thumb.png,N/A,"11,000,000",N/A,https://patpat.lk/property/land/land-for-sale-in-kuliyapitiya/1265265
Land For Sale In Athurugiriya,https://patpat-s3-live.s3.amazonaws.com/default_thumb.png,N/A,"7,500,000",N/A,https://patpat.lk/property/land/land-for-sale-in-athurugiriya/1306095
Land For Sale In Kadawatha,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/1dafe0ed09d2e676baebe2df47061091-339817.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-kadawatha/1312074
Land For Sale In Horana,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/1b8c94ecda9dddfe6d1de6e87dc225c6-654815.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-horana/1312038
Land For Sale In Bandaragama,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/bfc191e667726b360dcad50b53c647e4-824892.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-bandaragama/1312037
Land For Sale In Kahathuduwa,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/9eaa409bd045150d3dc628a610144e59-723437.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-kahathuduwa/1312035
Land For Sale In Kadawatha,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/43b87668337c5a2f85931cb2360e267d-716871.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-kadawatha/1174186
Land For Sale In Minuwangoda,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/8c33fefe7d78c879d3e52413e02849061311998_3.jpg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-minuwangoda/1311998
Land For Sale In Wellawaya,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/05086372666e2d1aca3c61ada5a52476-422723.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-wellawaya/1311986
Land For Sale In Panadura,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/8c039c1d407e605e5f18262f47d082e1-388409.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-panadura/1311993
Land For Sale In Weliveriya,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/867fe5dd4ee970b960a4b3c8e7ccedae-949205.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-weliveriya/1311962
