Title,Image URL,Price,Lease Rental,Down Payment,Vehicle Link
Land For Sale In Kadawatha,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/6b1a64f5044d8956e35801551d40fb2d-930773.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-kadawatha/1184238
Land For Sale In Kadugannawa,https://patpat-s3-live.s3.amazonaws.com/default_thumb.png,N/A,"32,500,000",N/A,https://patpat.lk/property/land/land-for-sale-in-kadugannawa/1280613
Land For Sale In Embilipitiya,https://patpat-s3-live.s3.amazonaws.com/default_thumb.png,Negotiable,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-embilipitiya/1292697
Land For Sale In Divulapitiya,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/f9705dad903a10fb56ba41b460ec100f-561399.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-divulapitiya/1312499
Land For Sale In Panadura,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/7f3dff539f1ecc1c44fbb3c3d7f2b051-552018.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-panadura/1312473
Land For Sale In Dodangoda,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/9257a37fdeb2bbb4b75fe914d37d0c01-469037.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-dodangoda/1312471
Land For Sale In Bandaragama,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/e812bdd8e6be01aac2ff472ca7edd57e-824487.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-bandaragama/1312469
Land For Sale In Horana,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/7370e22c2735d6349c58ef9704a464d4-616252.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-horana/1312461
Land For Sale In Homagama,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/4a61981d1f31d04fc9433406c0e3ef0c-505032.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-homagama/1312453
Land For Sale In Kirindiwela,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/9739462df0294a9a8a390e72c7cfd917-954608.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-kirindiwela/1312455
Land For Sale In Kadawatha,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/ec3d6b4cb49514749485817bedcd1cac-228232.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-kadawatha/1312457
Land For Sale In Kadawatha,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/a5ba4c2a05441d0905c5abc352f792a0-912933.jpeg,Negotiable,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-kadawatha/1312397
Land For Sale In Bandaragama,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/29b58b0b407bd00b1a15cf714232cc04-374558.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-bandaragama/1024647
Land For Sale In Negombo,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/ec2c6f9a6fc756df2697ba0dd9288de7-833248.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-negombo/1312365
Land For Sale In Panadura,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/5595457f83c4836eb06dbef9c0aae576-280184.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-panadura/1312284
Land For Sale In Hettimulla,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/c7595e19bd746d416369186916431c0c-801884.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-hettimulla/1312299
Land For Sale In Nittambuwa,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/6c803d80bf7cbbac6cfd4512115fd7be-119863.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-nittambuwa/1312298
Land For Sale In Wellawa,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/428a5b79e1fe698ad89f366fe480a14a1172917_4.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-wellawa/1172917
Land For Sale In Buthpitiya,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/9fa10653f79f8437ad1aadc35f6a05571266355_2.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-buthpitiya/1266355
Land For Sale In Sooriyawewa Town,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/6e6bcd5985b1d00173982dd8ea7158e81254811_3.jpeg,Negotiable,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-sooriyawewa-town/1254811
Land For Sale In Ella,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/782b7a4b7134fb7d7b7542f8d4680ffe-958302.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-ella/1312192
Land For Sale In Kirillawala,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/6d3ca21b94a96e25ee712784471334e0-645112.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-kirillawala/1295191
Land For Sale In Elpitiya,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/3032f82ccbcacd62b16f7e6edfd09f36-997310.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-elpitiya/1312295
Land For Sale In Gampaha,https://patpat-s3-live.s3.amazonaws.com/default_thumb.png,N/A,"20,700,000",N/A,https://patpat.lk/property/land/land-for-sale-in-gampaha/1257499
Land For Sale In Meegoda,https://patpat-s3-live.s3.amazonaws.com/default_thumb.png,N/A,"3,325,000",N/A,https://patpat.lk/property/land/land-for-sale-in-meegoda/1280864
Land With House For Sale In Makulewa,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/66b2cc25455c7533721237ab8296d4c01242256_1.jpeg,Negotiable,N/A,N/A,https://patpat.lk/property/land/land-with-house-for-sale-in-makulewa/1242256
Land For Rent In Minuwangoda,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/93b3490df3693366daacc501c93dc1111312214_1.jpeg,Negotiable,N/A,N/A,https://patpat.lk/property/land/land-for-rent-in-minuwangoda/1312214
Land For Sale In Bandaragama,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/51fa303e55ef4e418659bc25b81680fb-444500.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-bandaragama/1312232
Land For Sale In Pokunuwita,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/a31b61e6c9855c016f92b10153a5eebe-991722.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-pokunuwita/1312235
Land For Sale In Yatadolawatta,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/0da59e6ca4affaeb2e10316d5dde25f8-807332.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-yatadolawatta/1312236
Land For Sale In Panadura,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/a6013bbbc6e2c81de901c74664191a85-980312.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-panadura/1312238
Land For Sale In Panadura,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/9a1df3ab4cedb8b657a6fb3fa34826db1312195_1.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-panadura/1312195
Land For Sale In Panadura,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/cc0a05de7a005e55839adf964343d7e7-820058.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-panadura/1312196
Land For Sale In Hadapangoda,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/a0aaf87ee84bee5366a1c2e1129f622d-223221.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-hadapangoda/1312199
Land For Sale In Wattala,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/fc27fa5e6caaf913ae82c8c78ab34510-393950.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-wattala/1312200
Land For Sale In Monaragala,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/1762021633fe41014ead765a79094052-523292.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-monaragala/1275195
Land For Sale In Ganemulla,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/65dea977e823b0c2fc9f2e062c26c7bd-515663.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-ganemulla/1312183
Land For Sale In Kadawatha,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/ce4b7b4667a2b32391a555e056381b8b1312156_4.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-kadawatha/1312156
Land For Sale In Anuradhapura,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/8ba74cbbcd7dd0c1831b7b729eb4d63e-692439.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-anuradhapura/1312136
Land For Sale In Homagama,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/548259aa75eb4aa3baedac17884d1c44-375616.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-homagama/1312044
Land For Sale In Godagama,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/5c4ab3523f0948075371203d53d8b69f-682587.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-godagama/1312041
Land For Sale In Watareka,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/7531507320268f2d044143aef48df280-157855.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-watareka/1312040
Land For Sale In Meegoda,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/4483cb201372a1176fdcde16d11cbf6c-538402.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-meegoda/1312039
Land For Sale In Kirindiwela,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/902cd4fe89606ef14d54e000df2e8c54-864782.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-kirindiwela/1312070
Land For Sale In Homagama,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/7edf91d1db8a55eb119b8d7972b85f9a-270761.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-homagama/1312067
Land For Sale In Embilipitiya,https://patpat-s3-live.s3.amazonaws.com/default_thumb.png,Negotiable,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-embilipitiya/1292697
Land For Sale In Moratuwa,https://patpat-s3-live.s3.amazonaws.com/default_thumb.png,N/A,"7,600,000",N/A,https://patpat.lk/property/land/land-for-sale-in-moratuwa/1306754
Land For Sale In Kadawatha,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/1dafe0ed09d2e676baebe2df47061091-339817.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-kadawatha/1312074
Land For Sale In Horana,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/1b8c94ecda9dddfe6d1de6e87dc225c6-654815.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-horana/1312038
Land For Sale In Bandaragama,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/bfc191e667726b360dcad50b53c647e4-824892.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-bandaragama/1312037
Land For Sale In Kahathuduwa,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/9eaa409bd045150d3dc628a610144e59-723437.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-kahathuduwa/1312035
Land For Sale In Kadawatha,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/43b87668337c5a2f85931cb2360e267d-716871.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-kadawatha/1174186
Land For Sale In Minuwangoda,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/8c33fefe7d78c879d3e52413e02849061311998_3.jpg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-minuwangoda/1311998
Land For Sale In Wellawaya,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/05086372666e2d1aca3c61ada5a52476-422723.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-wellawaya/1311986
Land For Sale In Panadura,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/8c039c1d407e605e5f18262f47d082e1-388409.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-panadura/1311993
Land For Sale In Weliveriya,https://patpat-s3-live.s3.amazonaws.com/uploads/thumb/867fe5dd4ee970b960a4b3c8e7ccedae-949205.jpeg,N/A,N/A,N/A,https://patpat.lk/property/land/land-for-sale-in-weliveriya/1311962
